ID;FR;EN;ZH
Alea1C5I;J'ai besoin de savoir. Après tout ce temps… Pourquoi ? N'as-tu donc rien retenu de ce que je t'ai appris ? Quel acte stupide t'a donc amené à le tuer comme tu l'as fait ?;I need to know. After all this time... Why? Haven't you kept in mind anything I taught you? What senseless thought brought you to kill him like you did? ;
Alea1C5RJ1;... Il voulait que je l'entraine avec moi lors de la guerre… J'ai cru pouvoir le protéger à l'arrière, loin des lignes ennemies. Mais nous avons été pris en embuscade… Une stupide erreur de jeunesse.;... He wanted to come to war with me... I thought I could protect him, far away from the enemies' lines. But we were taken in an ambush... A stupid youthful mistake.;
Alea1C5RE1;Tu as toujours été trop fier et cette fierté te perdra. Les traditions des castes existent pour une raison. Enfreindre ces règles a eu des conséquences graves… Tu aurais dû le savoir.;You've always been too prideful and it'll be your end. Casts exist for a reason, and breaking these rules had dire consequences... You should have known better. ;
Alea1C5RJ2;Je sais, maitre, mais il voulait se battre ! Il avait cette passion, et je ne pouvais pas lui refuser mon mentorat. J'ai cru que je pouvais faire la différence pour lui !;I know, but he was so eager to fight! He had this inner fire and I just couldn't deny him my mentorship. I thought I could make a difference for him! ;
Alea1C5RJ3;Il était plus enthousiaste que tous mes soldats réunis ! Il avait cette fougue et cette lueur dans les yeux, une flamme indomptable ! Je me suis reconnu en lui, je n'ai pas pu l'arrêter… J'aurais dû lui dire que son corps était trop fragile… Je le savais… Mais je me voilais la face.;He was more fiery than all my soldiers! He had this eagerness and spark in his eyes, an untameable flame! I saw myself in him and I couldn't bring myself to stop him... I should have told him he was too frail... I knew it... But I buried my head in the sand. ;
Alea1C5F1;La passion ne justifie pas l'enfreint des traditions. Notre caste est notre identité et notre responsabilité. En brisant ces liens, tu as altéré le destin de mon fils et causé sa mort. J'espère qu'ici, au moins, tu arriveras à faire amende honorable et à t'éloigner de cette fausse route.;Passion never justifies trampling on traditions. Our rank is our identity and responsibility. By breaking these chains, you altered his destiny and pushed him to his death. I hope that, here at least, you can make honourable amend and walk away of this false path.;
Alea1C5F2;Trop fragile, trop enthousiaste, là n'est pas la question ! Nous naissons dans une caste avec un karma qui nous est propre pour une raison dans la grande balance des choses. Tu as enfreint une de nos règles les plus élémentaires et tes actions ont perturbé vos karmas. Je ne suis pas surpris que tu sois tant perdu ici.;Too frail, too fiery, that is not the point! We are birthed in a cast with a specific karma for a good reason in the grand scale of life! You violated one of the most elementary rules and your senseless actions interfered with both your karmas. I'm not surprised you are so lost here. ;
Alea1C5RJ4;Je n'ai jamais voulu autre chose que le meilleur pour lui. Maintenant, pas un jour ne passe sans que je regrette amèrement, sans qu'il ne me hante, sans que je revoie ses yeux lorsque… Je sais bien que je suis le seul responsable de sa mort.;I never wished anything other than the best for him. Now, not a day goes by without bitter regrets and his face haunting me. I can still see his eyes when he... I am well aware I'm the only culprit for his death. ;
Alea1C5RE2;Des regrets… Tu as beau regretter, ça ne l'a pas ramené. As-tu au moins eu la décence d'honorer sa mémoire, pour qu'il ne soit pas mort en vain ?;Regrets... You can regret all you'd like, it didn't bring him back. Did you at least have the decency to honour his memory, for him to not have died in vain?;
Alea1C5RJ5;J'ai appris maitre. C'est ce jour-là que j'ai que j'ai pleinement compris l'importance des castes et que ne pas suivre cet ordre des choses mène au déséquilibre et à la mort. Depuis cet incident, j'ai oeuvré pour les faire appliquer avec rigueur. ;I learned. That day, I truly understood why casts matter and how breaking rules only brings imbalance and death. Since then, I have devoted myself to have them applied rigorously. ;
Alea1C5RJ6;"Oui, j'ai compris ce jour-là. J'ai compris ma place et celle des autres. Je n'ai eu cesse de pratiquer et d'honorer ce pourquoi je suis né ; l'art de la guerre.";"Yes, that day, I understood. I understood my rank and others'. Even since, I made sure to honour and practice why I was born; the art of war.";
Alea1C5F3;C'est le meilleur que nous ne puissions faire. Apprendre de nos erreurs, trouver la paix et préserver l'essentiel… Peut-être un jour aurais-je la force de te pardonner.;That's the best we can do. Learn from our mistakes, find peace and protect what truly matters... Maybe one day I'll find enough strength in me to forgive you. ;
Alea1C5F4;Tu es un guerrier-né. Tu aurais dû laisser la réflexion à ceux dont c'est le rôle, tu aurais dû rester à ta place.;You are born to be a warrior. You should have let thinking to those whose role it is to think, and stayed in your place. ;
CombatE1B2I;Encore toi ? Si obstiné, mon dernier prêche ne t'a pas suffi. Et pourtant, tu me rappelles qui j'étais, il y a longtemps, une guerrière également. Et tout comme toi, il a fallu m'imposer le repos éternel pour me stopper.;You again ? So stubborn, wasn't my last preach enough? You remind me of who I was, long ago, a warrior too. Just like you, nothing less than eternal rest could stop me. ;
CombatE1B2RJ1;Es-tu un demi-dieu ? Un avatar ? Même dans la mort tu sembles unique, mais qui es-tu réellement ?;Are you a demi-god ? An avatar, maybe ? Even in death you appear unique, who are you truly ? ;
CombatE1B2RE1;Tous ces noms ne signifient rien. De même que toi, je fus une âme mortelle, une brebis qui a rejoint son troupeau, et qui, grâce fût louée à son berger, l'Éternel, a rejoint les rangs bénis des élus !;All these names are devoid of substance. Just like you, I used to be a mortal soul. A lost lamb protecting her herd and, blessed by her shepherd the Lord, rejoined His holy ranks. ;
CombatE1B2RJ2;Ainsi donc tes pieds foulaient la même terre que moi ? J'ai du mal à la croire, j'aurais aimé pouvoir te croiser quand nous étions encore vivants tous les deux.;So your feet once stepped on the same ground as mine did ? I can barely believe it, I wish we had met when we were both alive. ;
CombatE1B2RJ3;Tu n'as pas toujours été ainsi ? Que t'est-il arrivé dans la mort pour que tu te transformes ?;Have you not always been like this? What happened in your death for you to transform like that? ;
CombatE1B2RJ4;Tch ! Je me demande bien quel genre de dieu est le tien s'il respecte si peu ses croyants en les obligeant à encore se battre dans son paradis ! ;Tsk! I wonder what kind of god yours is, if he respects so little his believers to have them fight even in his paradise! ;
CombatE1B2F1;Nous ne sommes pas faits de la même argile toi et moi ! Même alors mortelle j'entendais Saint-Michel m'enjoindre de repousser l'envahisseur ! À présent, le bras armé du Seigneur, je repousse les hérétiques qui essaieraient de franchir cette porte, et ma mission est mon ultime priorité !;You and I were not sculpted from the same clay. Even mortal I could hear Saint Michael enjoining me to fend off the invaders. And now, as the Lord's sword arm, I repel heretics trying to cross this door. My mission is my supreme priority ! ;
CombatE1B2F2;À chaque bataille remportée en Son nom, j'étais récompensée et je sentais ma Foi déjà inouïe s'étendre encore. Mon évolution est infinie au même titre que mes batailles, tu n'en es qu'une de plus, et lorsque je la remporterai, je ne serais que plus digne de Ses louanges !;Each fight won in His name was heavily rewarded, and my already extraordinary Faith reached new peaks. My evolution is infinite, same as my battles, and you are merely one more. With every victory, I'll only be more worthy of His blessings!;
CombatE1B2F3;Impie ! Dieu promet à ses meilleurs soldats ses plus ardentes batailles ! C'est un honneur que de les affronter en Son nom !  ;Unholy speech! The Lord promises His fiercest battles to His most valiant soldiers! It is an honour to fight them in His name!;
CombatE1B2RJ5;Ainsi donc, nous sommes tous les deux des guerriers. Peut-être nous nous sommes déjà battus dans d'autres vies.;So we both are warriors. Maybe did we even cross swords in previous lives. ;
CombatE1B2RE2;Je n'ai pas choisi le destin de la lame, car c'est le Seigneur lui-même qui m'a enjointe à me battre en Son nom. ;I did not choose the Sword's way, as it is the Lord Himself who enjoined me to fight in His name.;
CombatE1B2RJ6;C'est bien là, la différence entre toi et moi et qui fera de moi le vainqueur de nos affrontements. Tu n'as pas choisi la voie de la guerre, tandis que par mon sang, je suis né pour elle.;This is the difference between you and me, the one that will have the scale tip in my favour. You did not choose the sword's way, whereas through my blood, I was born for her.;
CombatE1B2RJ7;Ton dieu semble bien démuni, s'il doit envoyer une femme pour faire la guerre à sa place. ;How destitute must your god be, if he sends a woman to fight in his name.;
CombatE1B2RJ8;Une fière guerrière ayant juré de servir une cause injuste, quel gâchis. J'ai affronté bon nombre de personnes comme toi toute ma vie, et ce n'est pas dans la mort que je n'arrêterais, j'irais au-delà de ce passage gardienne !;A proud warrior, sworn to an unjust cause, what a waste. My whole life, I fought a good share of people like you, and death shall not stop me. I will go through that passage, Guardian.;
CombatE1B2F4;Ton arrogance fait frémir mon âme ! Ton sang, que tu penses être plus puissant que l'Eternel, coulera sur ce sol sacré lorsque je te renverrai auprès des ces ancêtres que tu révères tant !;Your arrogance sends shivers through my spine! That blood you deem more powerful than the Lord will be spilled on that sacred ground when I send you back to your so revered ancestors!;
CombatE1B2F5;Dieu a un dessein pour chacun d'entre nous et c'est Son plus grand cadeau, mais tu as choisi de le bafouer ! Cette insulte ne restera pas impunie, puisse Sa lame brûler tes chairs !;God has a purpose for each one of us, but you chose to trample His greatest gift! This insult shall not remain unpunished, may His sword burn your flesh! ;
CombatE1B2F6; Tu es tel un enfant. J'essaie de te protéger de la flamme qui va te blesser, et pourtant tu y retournes sans cesse ! Lorsque tu t'y seras brulé, il sera trop tard, je ne te laisserais pas faire ! ;You're like a child. I'm trying to protect you from the flame that's going to hurt you, and yet you keep going back to it! By the time you're burnt, it'll be too late. I won't let you!;
CombatE1B2RJ9;Visiblement, même la mort ne t'a pas réellement arrêtée. Tu gardes toujours farouchement ce passage. N'es-tu jamais fatiguée ? N'as-tu pas mérité le repos face à ton dieu ?;Apparently, even death has not stopped you in your track. You still fiercely guard this passage. Don't you ever feel fatigue weighting your sword down? Haven't you deserved rest in front of your god? ;
CombatE1B2RE3;Le Seigneur a d'autres desseins pour moi que de déposer mon épée ! Je suis la gardienne de Ses terres et c'est ma voie que de la défendre sans relâche face aux impies ! ;The Lord has other divine designs for me than to lay my sword down! I am the guardian of His lands, and it is my purpose to defend it from unholy troops without yielding.;
CombatE1B2RJ10;Ton dieu est si cruel. Même morte, il ne te laisse pas lâcher ton épée, et te force à te battre sans relâche. Je connais ta fatigue, moi aussi j'ai souffert du plaisir et savouré la douleur des batailles sans fin. Je te souhaite de connaitre une prochaine vie apaisée, loin de la clameur des combats.;How cruel is your god. Even in death, he doesn't allow you to rest your sword and forces you to fight over and over again. I know your fatigue, I too suffered from the pleasure and savoured the pain of never-ending battles. I wish for your next life to be serene and spent away from the clamour of war.;
CombatE1B2RJ11;Le dieu que tu décris a l'air bien capricieux, comment peux-tu être sûre qu'il ne s'amuse pas de t'utiliser comme un jouet ? ;The lord you describe seems capricious, how can you be so certain he isn't amusingly using you like a child's toy? ;
CombatE1B2RJ12;J'ai connu quelqu'un qui lui aussi croyait en son coeur être destiné à être un guerrier. Mais, bien que son coeur soit ardent, cette voie n'était pas la sienne… Peut-être devrais-tu te questionner avant de disparaître toi aussi.;I used to know someone whose heart truly believed he was destined to be a warrior. But despite his fiery heart, that was not his way... Maybe should you rethink your ways before tragically disappearing as well.  ;
CombatE1B2F7;Comment oses-tu parler ainsi de Lui ? Les épreuves qu'il nous donne peuvent être surmontées pour peu que l'on ait la Foi. Qu'importe la douleur, qu'importe les flammes… qu'importent les larmes… Seigneur ! J'ai foi en Vous, et je surmonterais cette épreuve en Votre nom !;How dare you speak foolish of His name? The trials He gives us can all be overcome, as long as Faith leads our steps. No matter the pain, the flames... The tears... Lord! My Faith is yours, and I shall overcome this ordeal in Your name!;
CombatE1B2F8;Les voies du Seigneur sont impénétrables, mais Il est bon et juste. Ce n'est pas mon rôle que de questionner Ses ordres. Même si la fatigue et la douleur venaient à m'assaillir, elles ne sont rien face à Sa bénédiction, que je m'apprête à accueillir en suivant Son chemin ! ;The ways of the Almighty are wondrous indeed, but He is good and fair. It is not my duty to question His orders. Even if fatigue and pain were to assail my senses, they are nothing compared to His blessing. I receive it, as I follow His way! ;
CombatE1B2F9;Ce n'est pas qu'en mon coeur que je ressens Sa voie ! Il guide mes gestes, Ses mots sont les miens ainsi que Sa vision ! Seigneur, emplissez-moi de Votre puissance, et retirons une nouvelle fois cette souillure de Vos terres sacrées !;My heart isn't the only part of me who feels His way! He guides my every movement, His words are mine and so is His vision! My Lord, lend me your strength anew to cleanse Your holy lands from this rotten filth!;
CombatE1C5I;... C'est vous. Encore vous. Même ici, vous venez nous humilier et nous frapper ? Je vois dans vos yeux que vous nous voyez à peine comme des êtres humains. Vous vous imaginez être tellement mieux.;... You. Again. Even in death, you're coming back to humiliate and beat us ? I can see in your eyes how we're barely even human to you, how you think of yourself as so much better than us.;
CombatE1C5RJ1;"Je ne me rappelle pas de ""gens"" comme vous. Et comment vous aurais-je humiliés ? ";"I don't remember ""people"" like you. How would I have even humiliated you?";
CombatE1C5RE1;Vous m'avez fait frapper et battre, parce que j'ai eu le malheur de ne pas m'écarter assez vite devant vous et votre procession. ;You got me beaten to the ground because I wasn't quick enough to move away from your procession.;
CombatE1C5RJ2;Frappé ? Ah, ces choses arrivent. Rien de bien dramatique.;Beaten? Heh, these things are meant to happen, nothing to be dramatic about. ;
CombatE1C5RJ3;Eh bien oui, je t'ai fait remettre à ta place. Mais je ne te rappelle jamais ta place sans une bonne raison !;Well, yes, I had to remind you where you belong. But I never do so without a good reason. ;
CombatE1C5F1;À vos yeux je ne suis pas mieux qu'un chien au bord de la route. Vous ne voyez même plus le mal dans ce que vous faites, votre coeur est aussi froid que la lame de votre épée !;For you, I am no better than a stray dog, laying on the side of the road. You don't even see the harm you cause, your heart is cold like your sword's steel!;
CombatE1C5F2;Une bonne raison ?! Ne pas s'écarter assez vite parce qu'on souffre est une bonne raison pour se faire frapper et humilier publiquement ? Si une fois j'ose ne pas vous donner votre respect de roi, vous me retirez mon respect d'humain ! Vous êtes un monstre !;"A good reason? How is not moving fast enough because we're in pain a ""good reason"" to get beaten up? If, even once, I don't give you the respect of a king, you strip me off the respect of a human being! You're a monster! ";
CombatE1C5RJ4;Je suis simplement meilleur que vous, c'est un fait.;Well, I am better than you, it's undeniable.;
CombatE1C5RE2;Un fait ? Pfeuh ! Vous avez simplement eu de la chance, la chance d'être né au bon endroit !;Undeniable? Hah, you just were lucky enough to be born under a good star! ;
CombatE1C5RJ5;Crois-tu vraiment que ma naissance a changé qui je suis ? J'ai grandi jusqu'à mes huit ans sans savoir de quoi le monde était fait, il n'a pas forgé ma vision.;Do you really think my birthright change anything to who I am? I wasn't even aware of what I was before my 8th birthday, it didn't shape my vision. ;
CombatE1C5RJ6;C'est dans les batailles, le sang et les larmes que je me suis forgé ! J'ai tué mon premier ennemi à 15 ans et tu penses pouvoir te comparer à moi, videur de latrines ?!;It's in the blood and tears of battle that I forged myself! I killed my first enemy when I was merely 15, and you dare compare yourself to me, latrine cleaner!?;
CombatE1C5F3;Quel privilège, de ne pas savoir de quoi le monde est fait ! Seul quelqu'un d'une haute naissance peut s'en vanter ! Mais les gens comme vous s'assurent que les gens comme nous le sachent dès la naissance et ne l'oublient jamais ! ;What a privilege, to not be aware of the world surrounding you! Only a high-born could say that ! People like you love to make sure people like me are aware of it since we're born and never forget it!;
CombatE1C5F4;Dès mes neuf ans, j'ai survécu seul, mon père a été tué par un homme comme vous, je suis le seul survivant de ma famille et cette vie, je l'ai vécue dans la crasse et la honte ! C'est aussi dans le sang et les larmes que je me suis forgé mais mes batailles, c'est de gens comme vous qu'elles provenaient !;I survived alone since I was 9. My dad was killed by a man like you, I am the last member of my family and this life I've lived it in filth and shame! It's also in blood and tears I was forged, but my battles come from people like you! ;
CombatE1C6I;Ah, revoilà notre impertinent à la langue bien tendue. Te l'es-tu fait couper ou est-elle toujours à trainer par terre ? ;Ah, our long-tongued impertinent is back. Have you had it cut, or is it still scraping the ground? ;
CombatE1C6RJ1;Juste encore assez impertinent pour oser remettre en cause tes méthodes arriérées. ;Just impertinent enough to dare question your dusty methods. ;
CombatE1C6RE1;Ha ! Quelle faiblesse ! Tu n'as jamais été capable de voir que le chemin vers la grandeur demande de la sévérité. Toujours à te vautrer dans l'apitoiement de soi.;Hah! You've always been weak like that! Never able to see that the path of greatness requires severity. You've always wallowed in self-pity.;
CombatE1C6RJ2;La sévérité a le mérite d'être juste. Toi, tu te contentes d'insulter et de battre les autres. Tu n'as jamais été capable d'accepter que le monde change et que ta sacro-sainte discipline n'a jamais été utile pour qui que ce soit d'autre que ton égo. ;At least, severity is fair. You just insult and beat down others. You've never been capable of accepting change in the world. And even less capable to see that your sacrosanct discipline is useless to anything else than your ego. ;
CombatE1C6RJ3;Amusantes paroles pour le porteur de la grandeur, quand même celle-ci n'a pas fait verser une larme à sa famille quand il est mort. Visiblement, le chemin de la grandeur mène à la solitude lorsqu'il n'est pas accompagné d'amour. ;Funny words for the self-proclaimed greatness bearer, when even that couldn't shed a tear from your family when you died. Apparently, the path to greatness is only leading to solitude when it's not accompanied by love.;
CombatE1C6F1;Mes méthodes ont prouvé leur valeur et ont eu des résultats. Tu ne pourras jamais te vanter de cela, pauvre raté, c'est ta faiblesse qui obstrue ta vision. J'espère au moins que cette correction te les ouvrira, mais même ça, je sais que je ne peux pas l'attendre de toi !;My methods proved their worth and have been met with results. You'll never be able to brag in such ways, you lowly failure. Your weakness clogs your vision. I hope at least this correction will open your eyes, but even that is too much to ask from you !;
CombatE1C6F2;Je n'attends pas moins de ma famille de rester digne. La solitude ? L'amour ? Bah, de maigres prix à payer pour faire prospérer cette famille. Jusqu'à ce que tu mènes à la ruine tout ce que j'ai construit. Mais maintenant, je peux enfin corriger l'erreur que tu es !;I don't expect anything else than dignity from my family. Solitude? Love? Bah! Such small prices to pay for this family to prosper. That was until you drove everything I've built to ruin. But now I can at least correct the mistake you are! ;
CombatE1C6RJ4;Je sais ce que tu essayes de faire, vieil homme. Mais je ne rentrerais pas dans ton jeu, tu n'obtiendras pas de moi une excuse pour t'en prendre à nous.;I can see right through you, old man. I won't play in the same league as you do, you won't get an excuse to lash out on us again.;
CombatE1C6RE2;Tiens donc ? Il semblerait que mes enseignements ont enfin porté leurs fruits et que le petit enfant pleurnichard et colérique pourrait bien devenir un homme, à terme. ;Oh, how surprising? It seems my lessons have taught you well. Could it be that the whining and angry little child is becoming a man, at last? ;
CombatE1C6RJ5;Un enseignement ? Drôle de nom pour des coups et des insultes sans autre raison que de défouler tes nerfs sur ce qui a le malheur d'exister devant toi. ;Lessons? What a weird way to designate insults and blows, for no other reason than to unwind your nerves on anything daring to exist in front of your high nose. ;
CombatE1C6RJ6;Dans ce cas, sois ravi que je sois un homme pour te dire que tes agissements méprisables sont ce qu'il est arrivé de pire à notre famille. Nous avons tous remercié les dieux quand tu es finalement mort. Peut-être si elle t'avait récolté plus tôt, nous aurions eu une chance de ne pas finir malheureux.;Yet I've seen you follow my methods to tame down the first deviation of your soldiers. Criticize me all you'd like, but when in my boots, you don't know any better than to take the same steps as I did. And look at you, I see rage on your face, you only dream of doing it all again. ;
CombatE1C6F3;Pourtant, j'ai vu que tu as suivi mes méthodes pour mater le premier écart de tes soldats. Critique-moi autant que tu veux, mais une fois à ma place, tu ne sais rien faire de mieux que de m'imiter. Et regarde-toi, plein de rage, tu ne rêves que de recommencer.;Well then, I hope you're pleased for a man to tell you your despicable actions are the worse that happened to our family. We all thanked the gods when you passed away. Maybe if death harvested you earlier, we'd even have had a chance at happiness. ;
CombatE1C6F4;Tu te prétends un homme, mais tu refuses les responsabilités qui t'incombent. Encore un enfant, tu ne vois pas que j'ai fait tout cela pour que tu sois à la hauteur. Mais quel échec, il est temps de te faire redescendre à nouveau ! ;Heh, you only pretend to be a man, but can't handle your responsibilities. You're still a child, unable to see what has been done for you to reach greatness. But what a failure, it is time to tame you down again! ;
CombatE1N3I;<i>Une procession d'âmes s'étend à l'horizon. Elles se font fouetter jusqu'à en disparaitre. Un groupe vous interpelle.</i> Toi, là, puisque Dieu t'a accepté en son sein, va donc absoudre tes péchés sous le martinet. Tu profiteras de la queue pour réfléchir sur ton impureté. ;<i>A souls' procession lines up to the horizon. They get whipped until they disappear. A group turns towards you.</i> Hey, you, standing there! Since God almighty embraced you, go ahead and absolve your sins with the whip. Me sure to take the time of the line to think about your own impurity. ;
CombatE1N3RJ1;Ce n'est pas la première fois que je croise des zélés dans ton genre. Je n'arrive pas à croire combien de faibles sont tombées dans votre piège ridicule et se font flageller pour entrer dans vos bonnes grâces. ;You're not the first zealous that I come across. I can't believe how many weaklings fell into your ridiculous trap and got whipped to gain your favour.;
CombatE1N3RE1;Puisse le Seigneur ne jamais entendre tes blasphèmes ! Tu n'es encore qu'un serpent dans notre jardin, ta purification est nécessaire pour ne pas souiller la pureté de ces lieux.;May the Lord never hear your blasphemies! A snake in our Eden garden is all you are, and your purification is still necessary to ensure this ground remains unsoiled. ;
CombatE1N3RJ2;J'ai vu des vieux hommes aveuglés par leurs désillusions. Mais des fous obligeants les autres à se fouetter jusqu'à leur propre disparition, c'est une belle nouveauté ! ;I've seen so many old men, blinded by their delusions. But mad ones, forcing others to get whipped until they disappear, that's a new one! ;
CombatE1N3F1;Pauvre idiot, tu laisses passer une chance de te repentir ! Cette foi nous a offert ce lieu et même face à Sa création, tu oses encore bafouer Son ordre ? Ce n'est plus le martinet que tu mérites, tu es bien au-delà de toute salvation ! ;You fool! You'd let repentance slip between your fingers! Faith opened this place's doors to us, and even when faced with His creation, you dare question His order? The whip isn't enough, you're beyond salvation!;
CombatE1N3RJ3;Le seul serpent que je vois ici, c'est toi. Prétendre que ton dieu devrait régner sur mon âme, c'est un mensonge que je peux oublier. Mais affirmer que je ne vaux pas mieux que le premier mendiant venu, et que ma pureté dépend de tes coups de fouet, ça mérite de passer au fil de ma lame. ;The only snake I see here is you. Pretending your god should reign on my soul is a lie I can forget. But affirming I'm no better than a vulgar beggar and I should get whipped for purity, is deserving a taste of my sword. ;
CombatE1N3F2;Tu ne vaux même pas autant que celui qui a passé sa vie dans la précarité du Christ ! Quel naïf j'ai été de m'imaginer qu'un païen comme toi pourrait comprendre ! Vous souillez nos terres divines et méritez de disparaitre ! ;You aren't worth nearly as much as the one who spent his life in the Christ's precarity! How naive I have been, to imagine a pagan like you could understand. You soil our divine lands and deserve no less than to disappear! ;
CombatE1N3RJ4;Me faire fouetter comme un esclave pour me faire pardonner de fautes auprès d'un dieu auquel je ne crois pas ? Ha ! À défaut d'être lucide, tu es au moins intrépide pour oser affirmer cela !;Getting whipped like a slave to get forgiven by a god I don't believe in? HA! Far from lucid, at least you are bold to dare say such thing!;
CombatE1N3RE2;Le Seigneur nous a mis à l'épreuve en nous privant d'eau bénite en ce lieu sacré. Mais sois rassuré, chaque entaille du martinet dans ta chair t'approchera de Sa bénédiction, et tu rejoindras rapidement Ses rangs sacrés comme si tu avais été baptisé. ;The Lord put us to the test by depriving us of holy water in this sacred place. But rest assured, every slash of the whip shall bring you closer to His benediction. You shall soon join His sacred ranks as if you were baptised too.;
CombatE1N3RJ5;Si vos bataillons ne sont formés que de mendiants à la chair arrachée, ou de fanatiques comme toi, vous ne devriez pas être un obstacle à mon voyage. ;If your battalion is only formed of beggars with ripped flesh, or even fanatics like you, you should be no obstacle in my journey.;
CombatE1N3RJ6;Amusant que pour un dieu que tu vénères tant, il n'ait même pas été capable de vous fournir les moyens de vos ambitions. ;How amusing, that god you worship to the core isn't even able to give you the means to your ambitions. ;How amusing, that god you worship to the core isn't even able to give you the means to your ambitions. 
CombatE1N3F3;Que de paroles barbares, oser ainsi désacraliser les rangs du Seigneur ! Pardonnez-moi, père, celui-ci ne mérite pas votre absolution, je vais m'en charger moi-même !;What a barbaric response! You dare desecrate the Lord's ranks! Forgive me father, that one is not deserving of Your absolution, I'll handle him myself!;
CombatE1N3F4;Le Seigneur met à l'épreuve ses fidèles pour bénir les plus braves d'entre eux ! Père, je reconnais ton épreuve, et renverrai l'âme de ce païen d'où il revient en Votre nom !;The Lord puts His subjects to the test, to bless the most loyal of them! Father, I recognise your trial and in Your name, I shall send this pagan soul back to where it comes from! ;
CombatE1N4I;Toi… Je le sens, tu n'es pas comme les autres. Même dans la mort, ta force est si considérable que tu as amené cette épée. Nous partageons ça, toi et moi, la grandeur. Tu n'as pas besoin de voyager seul, rejoins-nous.;You... I can feel it, you're not like the others. Even in death, your might is such that your sword followed you. We have that in common, you and I... Greatness. You don't need to travel alone, join us.  ;
CombatE1N4RJ1;Reconnaitre la force des autres ne te rend pas puissant en échange. Si tu as du pouvoir, prouve le, mais je ne vois que toi et deux enfants. Un petit nombre pour parler de grandeur. ;Recognising others' strength doesn't make you equally mighty. If you are so powerful, prove it, but I only see you and two children. A small faction to speak of greatness. ;
CombatE1N4RE1;Notre pouvoir en ces lieux est grandissant, bien que secret, et à nos côtés, tu pourras le manier. Je sens que tu as en toi l'étoffe d'un puissant, d'un seigneur, d'un roi ! Quoi de mieux pour quelqu'un de ta prestance ?;As secret as it is, our power in these lands is growing, and shall you remain by our side, you could wield it too. I can feel you are of the same cut as powerful lords and even kings! What better for someone of your status? ;
CombatE1N4RJ2;Garde tes flatteries. Tu n'es pas une image de pouvoir à laquelle j'aspire. Tout ce que tu gouvernes, c'est une armée d'enfants manipulés à ta botte. Ce n'est pas ce que j'appelle du pouvoir. Maintenant, va garder tes chèvres et laisse les vrais Seigneurs passer. ;Keep your flattery. You aren't an image of power I aspire to resemble. An army of manipulated kids is all you govern, and it shall not be named power. Now, go ahead and keep your sheep away, true lords are walking by.;
CombatE1N4F1;Peut-être aura tu ouvert les yeux sur mon pouvoir lors de notre prochaine rencontre. Et si tu te crois si fort tout seul, grand et puissant que tu es, j'aimerais bien te voir survivre à ça ! Mes petites, en avant ! ;Maybe you'll have opened your eyes to the truth next time we meet. And if you truly believe to be big and oh so powerful alone, it'll be a treat to see you try to survive this! Girls, charge!;
CombatE1N4RJ3;Tu prétends connaitre le pouvoir, mais je ne vois que de la corruption autour de toi. Les enfants, écartez-vous. Il ne vous veut pas du bien, mais ma lame vous tranchera si vous vous interposez.;You pretend you know power, but all I can see surrounding you is corruption. Kids, out of the way. He isn't good for you, but my sword won't spare you if you get in the way. ;
CombatE1N4F2;Tu oses parler de corruption, mais regarde ton épée teintée de sang ! Mes enfants sont assez grandes pour faire leurs propres choix, et elles savent que je suis ce qu'il y a de mieux pour elles ! En avant, mes fidèles brebis ! ;Heh, you speak of corruption but look at your blood-tainted blade! My children are mature enough to make their own choices, and they know what best for them! Now, onwards, my loyal lambs! ;
CombatE1N4RJ4;Hmm. Je suppose que se faire des alliés bien placés fait partie des choix stratégiques qu'un seigneur peut avoir à prendre. Très bien, je partagerais volontiers ce pouvoir avec vous. Mais garde tes petites filles hors de mes pieds.;;
CombatE1N4F3;"Parfait mon bon ami, bienvenue parmi nous ! (Le combat se skip, le joueur gagne un buff ""Alliés"". Quand il a fini son combat avec le boss de l'étage, un combat surprise se lance, le loup le prend en embuscade. ""Merci mon bon ami, tu as rempli ton office. Maintenant, tu ne m'es plus d'aucune utilité. Je suis désolé, mais vois-tu, c'est la dure loi de ces lieux."")";Perfect my good friend, welcome among us!  ;
CombatE1N4RJ5;Hah. Je ne suis pas si facilement manipulable, tu peux garder tes flatteries. J'ai du chemin à faire, viens-en aux faits. ;Hah. Manipulation doesn't fall easily on me, you can keep your flattering. I have a long road ahead, be concise. ;
CombatE1N4RE2;Ah, je vois, une âme droite et fière. Tu es honorable, l'ami. Nous pourrions même partager ce pouvoir, moi la tête et toi le bras armé. Après tout, pourquoi retourner là-bas, si ici tu peux avoir plus de pouvoir que tu n'en as jamais eu de ton vivant ? ;Ah, a strong and prideful soul. You are honourable, my friend. We could even share this power, you and I, the thinking master and you, the sword's arm. Why go back there if you can have more power here than you never had when you were alive?;
CombatE1N4RJ6;Et être ton second ? Hah, je ne m'agenouille devant personne, surtout pas devant un gringalet comme toi et une armée de fillettes !;And merely be your runner-up? Hah, I yield to none, especially not to a weakling like you or to an army of little girls! ;
CombatE1N4RJ7;J'ai des gens à retrouver là-bas, rien que tes propositions de pacotille ne pourraient m'apporter. De plus, tu sous-estimes le pouvoir que j'ai eu et aurais une fois de retour. Maintenant, écarte-toi, tu me fais perdre mon temps.;I have people to find there, nothing your empty trinket of a proposition could ever bring me. You underestimate the power I once held and shall have back. Now, get out of my way, you're wasting my time. ;
